owner; tokens
0xed02db3e52d241e923f40989fd5cc20b6b9cea2f;"[{"tokenId":"898","lastBlockNum":14177478},{"tokenId":"2167","lastBlockNum":14176557}]"
0x8e491ba9e07dd5e957ec73f3152549e7d68f7bc3;"[{"tokenId":"903","lastBlockNum":14176039},{"tokenId":"904","lastBlockNum":14176039}]"
0x19e21db3abb299da0873760030b2269b4f8195f1;"[{"tokenId":"905","lastBlockNum":14198778}]"
0x1e76e0ffada009f108aae73c534a4bd7d4cacf7d;"[{"tokenId":"906","lastBlockNum":14176039}]"
0xe1c911c8df63db14b40ebbd9ed7fb4a9c8251b7e;"[{"tokenId":"908","lastBlockNum":14176040}]"
0x135382ea7c8d86ff258324412d541655f428a71b;"[{"tokenId":"913","lastBlockNum":14176613}]"
0x513df528cf7ea3f997c5bd188407ade7b793fdf8;"[{"tokenId":"915","lastBlockNum":14176040}]"
0x7f8cceeb122b4528807736d4da687832c4622084;"[{"tokenId":"917","lastBlockNum":14176041},{"tokenId":"918","lastBlockNum":14176041}]"
0x496ad31b6fc79837844df11a2da5514a3105d025;"[{"tokenId":"919","lastBlockNum":14176041}]"
0x6ed22d0df7fb4e65dd16f63a7792423a920e7ca4;"[{"tokenId":"920","lastBlockNum":14176569},{"tokenId":"2292","lastBlockNum":14176581}]"
0xcab55b0de19c01cdd284535a3fe8d73a657525bb;"[{"tokenId":"924","lastBlockNum":14176042}]"
0xee8f9ba6e5fb8c45c52be07b0536f46ac4fc7907;"[{"tokenId":"926","lastBlockNum":14176697}]"
0x95d53590ce101289421a3e612503f817e1b2a9af;"[{"tokenId":"929","lastBlockNum":14176043},{"tokenId":"930","lastBlockNum":14176043}]"
0xf8ea18f8fa1d7a765e5430f0f62419a0375c92f2;"[{"tokenId":"931","lastBlockNum":14176043}]"
0x4ef733d7d904a0272adfa0b5f3158bbe39c029ec;"[{"tokenId":"932","lastBlockNum":14176833}]"
0xef1cd279320302f08deb5cd58a9e5118a74ab101;"[{"tokenId":"936","lastBlockNum":14176043}]"
0x47c33e7c3b92d29b4dbdda15bf33f5303def4d59;"[{"tokenId":"942","lastBlockNum":14176043}]"
0x39c5c994349e2c146c250289f0464daefe4c8d50;"[{"tokenId":"943","lastBlockNum":14176043},{"tokenId":"944","lastBlockNum":14176043}]"
0x297e92f6c249992bbe81d6536fe05477182475a9;"[{"tokenId":"947","lastBlockNum":14176044},{"tokenId":"948","lastBlockNum":14176044},{"tokenId":"1004","lastBlockNum":14176434},{"tokenId":"1434","lastBlockNum":14176506},{"tokenId":"1435","lastBlockNum":14176507},{"tokenId":"1497","lastBlockNum":14176375},{"tokenId":"1613","lastBlockNum":14176356},{"tokenId":"1941","lastBlockNum":14176463}]"
0x1b7ccd294384a5bd5873b0db0876cc0931ed4caa;"[{"tokenId":"952","lastBlockNum":14177866},{"tokenId":"5338","lastBlockNum":14185077}]"
0x00e2fbf579ee20c52b589417a697891ab9cbdcb1;"[{"tokenId":"957","lastBlockNum":14176047},{"tokenId":"958","lastBlockNum":14176047}]"
0xc2893a33ca7d0884c245ac0a7a2045272620d11f;"[{"tokenId":"966","lastBlockNum":14176048}]"
0x0631ec12626d1a9552ed8c85bb46fe07a0e51901;"[{"tokenId":"973","lastBlockNum":14176128},{"tokenId":"4811","lastBlockNum":14192724},{"tokenId":"4909","lastBlockNum":14199797}]"
0x9ab1616ef7a8638785bc1e3bc0620f63d1f37817;"[{"tokenId":"975","lastBlockNum":14177976}]"
0x5531b287fd03626a9af8d246efae60891be4497c;"[{"tokenId":"978","lastBlockNum":14176448}]"
0x285f4163b3ee378905837725fe07fca9e35e2b16;"[{"tokenId":"979","lastBlockNum":14198931}]"
0x1df0daa7ba6b600d621b5149339729eb46c4b445;"[{"tokenId":"980","lastBlockNum":14198925}]"
0xb4b8b2db949a0414bc2277c343d1d7338a2f4302;"[{"tokenId":"981","lastBlockNum":14176052},{"tokenId":"982","lastBlockNum":14176052}]"
0xc6fb3f10851167a09776d8714a12e32fa96fb2e2;"[{"tokenId":"985","lastBlockNum":14176053}]"
0x18739f763edbc2d488ef37c876e8b644c57ed780;"[{"tokenId":"987","lastBlockNum":14176053},{"tokenId":"988","lastBlockNum":14176053}]"
0xe4528bb4b32a55aa61e875a66eb96133ed9d59cc;"[{"tokenId":"993","lastBlockNum":14176053},{"tokenId":"994","lastBlockNum":14176053}]"
0xcb4cf31b0f4e5df3e20b70e3f53f7b8e1e00a8b6;"[{"tokenId":"995","lastBlockNum":14176054},{"tokenId":"996","lastBlockNum":14176054}]"
0x9cb434946aebcd6cbe9f4f2ff695eb8acb1c3ad3;"[{"tokenId":"1001","lastBlockNum":14176054},{"tokenId":"1002","lastBlockNum":14176054}]"
0x52944bbd3e659b2e7634c4557bdfb4780da87781;"[{"tokenId":"1005","lastBlockNum":14176054},{"tokenId":"1006","lastBlockNum":14176054}]"
0xabbdefecb79d8af35b32df11ab075fcb1053b337;"[{"tokenId":"1010","lastBlockNum":14176054}]"
0xb2054a8458ec50b62566b5b85da91645d4299b1c;"[{"tokenId":"1011","lastBlockNum":14176054},{"tokenId":"1012","lastBlockNum":14176054}]"
0xc00cf646fa965223b0a919c09dfdff38292e8d8e;"[{"tokenId":"1016","lastBlockNum":14176055},{"tokenId":"2763","lastBlockNum":14177061}]"
0x9ac2ed6d4958c41485ef1cd4a042dc00d12663d9;"[{"tokenId":"1017","lastBlockNum":14177313},{"tokenId":"1897","lastBlockNum":14177294},{"tokenId":"2347","lastBlockNum":14177298},{"tokenId":"2636","lastBlockNum":14177304},{"tokenId":"2808","lastBlockNum":14177286},{"tokenId":"3008","lastBlockNum":14177306}]"
0x3a99415d6bacbd2ec14d4fbe7a9d146e8542800a;"[{"tokenId":"1018","lastBlockNum":14176055}]"
0xd10203a84eca803a8d1cbf8bff29686b73962ca9;"[{"tokenId":"1019","lastBlockNum":14176055},{"tokenId":"1020","lastBlockNum":14176055}]"
0xba45771bc7c2e63cba691a2ee185fe300ef1e21d;"[{"tokenId":"1022","lastBlockNum":14178587},{"tokenId":"1491","lastBlockNum":14188813},{"tokenId":"2383","lastBlockNum":14178590},{"tokenId":"2703","lastBlockNum":14177281},{"tokenId":"2749","lastBlockNum":14177265},{"tokenId":"2965","lastBlockNum":14177250}]"
0x9f97af7319ad3c40d3e6ed2176f32fed7dadb7fa;"[{"tokenId":"1025","lastBlockNum":14176056}]"
0xb27cabd22d211ff59bc09135adbe13005d0c6e72;"[{"tokenId":"1030","lastBlockNum":14176058}]"
0x41ecf353804e0d01a6fb3bf2923ad8882d607152;"[{"tokenId":"1035","lastBlockNum":14176059}]"
0x7c94a74a681c9cc1739e108951385e6058be5001;"[{"tokenId":"1037","lastBlockNum":14176060},{"tokenId":"1038","lastBlockNum":14176060}]"
0x32c909157c5889ed6890da21055e4cea8ea91a1c;"[{"tokenId":"1039","lastBlockNum":14176060}]"
0x5b265252bc30f74154c597fd045cbc98311ca577;"[{"tokenId":"1041","lastBlockNum":14176192},{"tokenId":"2113","lastBlockNum":14176513}]"
0xa112fc0beb3fce06ccded05978824d7c9fde1682;"[{"tokenId":"1045","lastBlockNum":14176061},{"tokenId":"1046","lastBlockNum":14176061}]"
0x9f4d826cd4e28fae511a861ff2996d64290098e6;"[{"tokenId":"1049","lastBlockNum":14181355}]"
0xa5137500e1bedbcb99881b76d4daadd54f9088cf;"[{"tokenId":"1051","lastBlockNum":14176065}]"
0xab9315e602f1a52798afc8a2ebdd36c81137499a;"[{"tokenId":"1053","lastBlockNum":14176065},{"tokenId":"1054","lastBlockNum":14176065},{"tokenId":"5093","lastBlockNum":14185017}]"
0xec7732db4fef1ecccf35b6c798de633df341cdf2;"[{"tokenId":"1055","lastBlockNum":14176065}]"
0x100ee93639b5bb81cf1fb694f3874cc336439bc6;"[{"tokenId":"1058","lastBlockNum":14176065}]"
0xf3788f9e980f05e428ddc80fd065a8683f10a8c4;"[{"tokenId":"1059","lastBlockNum":14176065},{"tokenId":"1060","lastBlockNum":14176065}]"
0xb5b63f6729d7ab7def6229409da2101cec47d640;"[{"tokenId":"1063","lastBlockNum":14176067},{"tokenId":"1064","lastBlockNum":14176067}]"
0x33d0376f7b4eccc0ca79234079bc5474d0a8d96d;"[{"tokenId":"1065","lastBlockNum":14176067},{"tokenId":"1066","lastBlockNum":14176067}]"
0xe214b0f221d4b4e46e03a53305cd0cf98ef62a96;"[{"tokenId":"1067","lastBlockNum":14176707}]"
0x38aee5584c02fd0dab4f92d6f015ec3b3849a884;"[{"tokenId":"1073","lastBlockNum":14176070}]"
0x08b33c097c224a8d6310a6e807204aee74e7c37c;"[{"tokenId":"1075","lastBlockNum":14176072},{"tokenId":"1076","lastBlockNum":14176072}]"
0x8f5aa241215ef04e01ba036ef09dc856a7d9f035;"[{"tokenId":"1077","lastBlockNum":14176072},{"tokenId":"1078","lastBlockNum":14176072}]"
0x5bd2fa3007104d961578f5a78fb8f2259dcf0cf6;"[{"tokenId":"1080","lastBlockNum":14176072}]"
0x2c59956ab2652092881f0b1bd37be926c6c5738d;"[{"tokenId":"1083","lastBlockNum":14179024}]"
0x412a0d4dc5d5e6cb10245162c06ffc96efc68d1c;"[{"tokenId":"1085","lastBlockNum":14176073},{"tokenId":"1086","lastBlockNum":14176073}]"
0x45bc8486ee5ca02f78373a526d8bd68bdef97700;"[{"tokenId":"1087","lastBlockNum":14176073},{"tokenId":"1088","lastBlockNum":14176073}]"
0x9f30f3d57e6d1ef4e2f143408aa19464a8e7d9c8;"[{"tokenId":"1094","lastBlockNum":14176074}]"
0xcf61d17ace0a81d8703653e03e692938b7639879;"[{"tokenId":"1095","lastBlockNum":14176075}]"
0xfe38b737537065f6d9e157d8c3c639fa042382cd;"[{"tokenId":"1099","lastBlockNum":14176075}]"
0x2c4f717e9fd9c01b68cf68f3e984c3603aecfa1e;"[{"tokenId":"1101","lastBlockNum":14178316}]"
0xbb909b914f1e39b0e5c30b4fe6e5d984331519b9;"[{"tokenId":"1102","lastBlockNum":14178399},{"tokenId":"1848","lastBlockNum":14178406},{"tokenId":"3367","lastBlockNum":14178403}]"
0xab5f9071d325b9b5844d52cd4e55ea6bbaceb021;"[{"tokenId":"1103","lastBlockNum":14176075}]"
0xa6221b7f4a9ad20a8c8233e43148b1c644dbd415;"[{"tokenId":"1104","lastBlockNum":14182710},{"tokenId":"5305","lastBlockNum":14192052}]"
0x02490b68b32962320babc0a5ff3fd87fe71b63f9;"[{"tokenId":"1106","lastBlockNum":14176076}]"
0x82406d8206a0f841aeb1c20bb23ef8ab93d4afe2;"[{"tokenId":"1111","lastBlockNum":14176081}]"
0x845b6d99f8cf7ac735c92827e21d59f0d747069b;"[{"tokenId":"1113","lastBlockNum":14176082},{"tokenId":"1114","lastBlockNum":14176082}]"
0x6f33d2bd3a13e8520f35b2a8495c64c6083eb8cd;"[{"tokenId":"1115","lastBlockNum":14176082},{"tokenId":"1116","lastBlockNum":14176082}]"
0xa427227935a660334790cdd4eb6f425c3213fa21;"[{"tokenId":"1118","lastBlockNum":14176082}]"
0x1b5a5aa8ca1b3f4d55ccaab0eadab56c52d0374d;"[{"tokenId":"1123","lastBlockNum":14176084},{"tokenId":"1124","lastBlockNum":14176084}]"
0x4adbeb1ba26145df33875d2dbda2e87f26c001ee;"[{"tokenId":"1125","lastBlockNum":14176084}]"
0x3dd5579e96ee5eb96d1271a3e6e4eda747131444;"[{"tokenId":"1127","lastBlockNum":14176135}]"
0x3cae88c58c1bb22d93924c6d93d7a25b2e12b18c;"[{"tokenId":"1129","lastBlockNum":14176084},{"tokenId":"1130","lastBlockNum":14176084}]"
0x1392943325a57388e77980f3d5e2ff98a2ced7e8;"[{"tokenId":"1134","lastBlockNum":14176085}]"
0xba0b50d71ed3c2b9aefd91fd304f3b49a28df40c;"[{"tokenId":"1137","lastBlockNum":14176085},{"tokenId":"1138","lastBlockNum":14176085}]"
0xbfe9db4695fcf40703638ab3a6aa31364af1fad4;"[{"tokenId":"1140","lastBlockNum":14190200},{"tokenId":"4392","lastBlockNum":14185214},{"tokenId":"4936","lastBlockNum":14185214},{"tokenId":"4978","lastBlockNum":14185214}]"
0x4f922f97f8b0897ecdeb7a61ca5335daace76d39;"[{"tokenId":"1141","lastBlockNum":14176085},{"tokenId":"1142","lastBlockNum":14176085}]"
0x213cf7690b7c572eefcc796259201e825325c306;"[{"tokenId":"1143","lastBlockNum":14182335},{"tokenId":"1253","lastBlockNum":14176113},{"tokenId":"1254","lastBlockNum":14176113},{"tokenId":"1356","lastBlockNum":14182321}]"
0xa97fd4a5eee2b9d0179b4e70416d9ec79d7ce429;"[{"tokenId":"1147","lastBlockNum":14176089},{"tokenId":"1148","lastBlockNum":14176089}]"
0xcac01047d07e9b91758d9db6871c511e708ffca5;"[{"tokenId":"1151","lastBlockNum":14178860}]"
0x7f564daf2c1b739cdf630e521a3a54ba2dcc0ab3;"[{"tokenId":"1153","lastBlockNum":14176090}]"
0xc0bbc17910bafcab69f6bef8574c7625134df13f;"[{"tokenId":"1154","lastBlockNum":14183200}]"
0x0985306dfd4e1eaf43f58e450d69d664c9770eaa;"[{"tokenId":"1155","lastBlockNum":14176090}]"
0x141b3b65934ce243e1268699d75e44ef740c7cf8;"[{"tokenId":"1158","lastBlockNum":14198396}]"
0x7a33b9baaea243e15e996c4d1b576dece808870a;"[{"tokenId":"1159","lastBlockNum":14176090},{"tokenId":"1160","lastBlockNum":14176090}]"
0x2e1ba1ea63f3df7f2c21ce1d3f958fb22697d56f;"[{"tokenId":"1162","lastBlockNum":14176362},{"tokenId":"1580","lastBlockNum":14176514},{"tokenId":"1756","lastBlockNum":14176414},{"tokenId":"1764","lastBlockNum":14176353},{"tokenId":"1800","lastBlockNum":14176377},{"tokenId":"1823","lastBlockNum":14176428},{"tokenId":"2144","lastBlockNum":14176433},{"tokenId":"2204","lastBlockNum":14176491}]"
0x7a2a190e119fca0ddc94158ac0d98973e938ec7c;"[{"tokenId":"1166","lastBlockNum":14176268}]"
0x94cb18d32f7053def9d5f5991eddea392a7f5ed4;"[{"tokenId":"1169","lastBlockNum":14176095},{"tokenId":"1170","lastBlockNum":14176095},{"tokenId":"3096","lastBlockNum":14180384},{"tokenId":"5543","lastBlockNum":14185190}]"
0xf69f91de1889013708b42995be19ff6195debb9b;"[{"tokenId":"1171","lastBlockNum":14176095}]"
0x23268da38f400a74e932d40b95c0a5956578410b;"[{"tokenId":"1172","lastBlockNum":14192103},{"tokenId":"5501","lastBlockNum":14192568}]"
0x5a4af726713147fe3c753f578547c9056317e765;"[{"tokenId":"1174","lastBlockNum":14176095}]"
0xa3d83ca657170c10f50c81cf49b1e86a81f0e815;"[{"tokenId":"1179","lastBlockNum":14176096},{"tokenId":"1180","lastBlockNum":14176096}]"
0x1034afe07226e479e1f291e9168a4df85703ea29;"[{"tokenId":"1181","lastBlockNum":14176097}]"
0x271a20481843e0244678c5ea0983e74a2285dcea;"[{"tokenId":"1188","lastBlockNum":14184946},{"tokenId":"1592","lastBlockNum":14184938},{"tokenId":"1922","lastBlockNum":14176288},{"tokenId":"1923","lastBlockNum":14176288},{"tokenId":"2722","lastBlockNum":14184963},{"tokenId":"2994","lastBlockNum":14184947},{"tokenId":"3341","lastBlockNum":14184944},{"tokenId":"4394","lastBlockNum":14185039},{"tokenId":"4486","lastBlockNum":14185060},{"tokenId":"4516","lastBlockNum":14185072},{"tokenId":"5372","lastBlockNum":14185056}]"
0x26e07dd613f0b5d68bc5ddba189d789f1d305775;"[{"tokenId":"1190","lastBlockNum":14176097}]"
0xefaa8a9c03ece9708b10b27b77406cd235a89165;"[{"tokenId":"1191","lastBlockNum":14177385}]"
0x6c2eda9dedbc76a2dd4b0e05ce5f5ae68b97e60e;"[{"tokenId":"1194","lastBlockNum":14176155},{"tokenId":"1282","lastBlockNum":14176714},{"tokenId":"1454","lastBlockNum":14176721}]"
0xcf0ef234b1917a50b7d59c10e043bbc4c80e03c1;"[{"tokenId":"1196","lastBlockNum":14176098}]"
0xe5f97b107e38b55fd3dd2e05929d06c52166cd21;"[{"tokenId":"1197","lastBlockNum":14176098},{"tokenId":"1198","lastBlockNum":14176098}]"
0x4a2fc4f1d2004fe2be80706b9b2afe64bc4e4ed7;"[{"tokenId":"1199","lastBlockNum":14182847}]"
0x1615b5e85c2cc9c2d748987c1ef3f4185ed2150d;"[{"tokenId":"1205","lastBlockNum":14176099},{"tokenId":"1206","lastBlockNum":14176099}]"
0x8a7c1422fe789c276e21d1792afda90f638ac5cc;"[{"tokenId":"1207","lastBlockNum":14176100},{"tokenId":"1208","lastBlockNum":14176100}]"
0xdab13d338973dab9c4545d9f92d5d11cd3e1e6cd;"[{"tokenId":"1210","lastBlockNum":14176100}]"
0x8648042d5c514f676a81f8f82a19b5db63a69b7d;"[{"tokenId":"1211","lastBlockNum":14176100},{"tokenId":"1212","lastBlockNum":14176100}]"
0x8952872d383e0c3b5ef1136e0e4fdf6b67f811df;"[{"tokenId":"1213","lastBlockNum":14176100},{"tokenId":"1214","lastBlockNum":14176100}]"
0xde47e22ea57cc8981779d2523f085703ea83c08c;"[{"tokenId":"1215","lastBlockNum":14176101},{"tokenId":"1216","lastBlockNum":14176101}]"
0x337cacd5a396e7c5007b73733df7cd6f8af8c337;"[{"tokenId":"1221","lastBlockNum":14182015},{"tokenId":"2737","lastBlockNum":14182232},{"tokenId":"3440","lastBlockNum":14178926},{"tokenId":"3441","lastBlockNum":14178926},{"tokenId":"3668","lastBlockNum":14182204}]"
0x0d8969db749fa22c8107ff3871e30b2da246984c;"[{"tokenId":"1222","lastBlockNum":14182024},{"tokenId":"1267","lastBlockNum":14176115},{"tokenId":"1268","lastBlockNum":14176115},{"tokenId":"3650","lastBlockNum":14182001}]"
0xe363e25499464d1156caa2237fd1a5d3934cee7a;"[{"tokenId":"1223","lastBlockNum":14176136},{"tokenId":"1371","lastBlockNum":14176153}]"
0xbcdb3624c3101463c7ef19e8cfe94183dc45b2fd;"[{"tokenId":"1226","lastBlockNum":14176105}]"
0xc543b04a6c36ab76728bb1aa43b80e39e4742952;"[{"tokenId":"1228","lastBlockNum":14188623},{"tokenId":"5538","lastBlockNum":14185219}]"
0xc39523f6ecfed733872865c56c44d8f9c368aa11;"[{"tokenId":"1229","lastBlockNum":14176105}]"
0xd9ecc3403185b70bd55f7ab3b2dc046839409258;"[{"tokenId":"1234","lastBlockNum":14176106}]"
0x1f85eede8ef9289cf8d8ccdf3edf2b281b31cb8b;"[{"tokenId":"1235","lastBlockNum":14176106},{"tokenId":"1236","lastBlockNum":14176106}]"
0xa4005e8d39ebd8d13a73321cdb4dd824d6b21768;"[{"tokenId":"1237","lastBlockNum":14176108},{"tokenId":"1440","lastBlockNum":14176369}]"
0xba91c324f410352ab597fba54482c03f68c766cc;"[{"tokenId":"1241","lastBlockNum":14176110},{"tokenId":"1242","lastBlockNum":14176110}]"
0xa99763753f5d171857f557fce4d0656e7f6f29f8;"[{"tokenId":"1243","lastBlockNum":14176372},{"tokenId":"1413","lastBlockNum":14176145},{"tokenId":"1414","lastBlockNum":14176145},{"tokenId":"1766","lastBlockNum":14176364}]"
0x43dd35c2906652a92d7922f2bcab71cafc99c780;"[{"tokenId":"1244","lastBlockNum":14176110}]"
0x402717749225001446b2f2c4ba3d9d99e7857e06;"[{"tokenId":"1246","lastBlockNum":14180734}]"
0xb90364edc745baae17dbc42ebfa7d482ceadf8a9;"[{"tokenId":"1248","lastBlockNum":14192058}]"
0x7c633fbbfc792f9c9a89d80634bf811eadb2cb79;"[{"tokenId":"1249","lastBlockNum":14177883}]"
0x8ded14a0ed6e989e3bc3e62620a1ebe0b79adc97;"[{"tokenId":"1251","lastBlockNum":14176113},{"tokenId":"1252","lastBlockNum":14176113}]"
0x10e5fdfc4f07b9747a99aa2aa0e154011c84a9c2;"[{"tokenId":"1255","lastBlockNum":14176113}]"
0xba1555ddbc9961aae5d569c6dca029d598c51436;"[{"tokenId":"1257","lastBlockNum":14176113}]"
0xad36385e7c61c9592980cb9ef095f1e02ee130f7;"[{"tokenId":"1258","lastBlockNum":14176202},{"tokenId":"1311","lastBlockNum":14176124},{"tokenId":"1312","lastBlockNum":14176124},{"tokenId":"1691","lastBlockNum":14176234}]"
0x5ca37299a257fd577a580f00dfe3c8d27dc336ac;"[{"tokenId":"1259","lastBlockNum":14177049},{"tokenId":"2714","lastBlockNum":14177072}]"
0xbd3f36a34d811e334d903da536d0ec63ce9bb989;"[{"tokenId":"1261","lastBlockNum":14176113},{"tokenId":"1262","lastBlockNum":14176113}]"
0xc2033b119db745c979578ded4c2737f937b54faa;"[{"tokenId":"1265","lastBlockNum":14176714}]"
0x9db15ace587f325d063d1994d89028bdd7de7466;"[{"tokenId":"1270","lastBlockNum":14182087}]"
0xb50b26255a6a5efa4ef75eb978a92639da185564;"[{"tokenId":"1272","lastBlockNum":14176117}]"
0x2f648dea3fe8ab97ef8670d870f7e2a64e2ca328;"[{"tokenId":"1283","lastBlockNum":14176118},{"tokenId":"1284","lastBlockNum":14176118}]"
0x8a006f51ee2f5e5343d92c8ecd351477b8c38f42;"[{"tokenId":"1286","lastBlockNum":14178997}]"
0x0d504013ce4a7ac56622686bcca0da3653ceb11d;"[{"tokenId":"1288","lastBlockNum":14180660},{"tokenId":"1861","lastBlockNum":14180622}]"
0xed04d3792c439b8af827b3e46ee626827de53db5;"[{"tokenId":"1289","lastBlockNum":14176442},{"tokenId":"1290","lastBlockNum":14176442},{"tokenId":"2047","lastBlockNum":14176352}]"
0x9ac41e441131d8bad5f165c2a8dd71e5f7bfaea8;"[{"tokenId":"1292","lastBlockNum":14176612},{"tokenId":"1827","lastBlockNum":14176612}]"
0x80ac8b6f4cacea6129f5cf1365904f056b4e29ea;"[{"tokenId":"1293","lastBlockNum":14177257},{"tokenId":"2960","lastBlockNum":14177257}]"
0x3fe48bd897f4a805c538cd9aa0b3e08753d87654;"[{"tokenId":"1294","lastBlockNum":14176181}]"
0x6047eb37d54cc9d98b84b837a85bea37aa62243f;"[{"tokenId":"1296","lastBlockNum":14176121},{"tokenId":"5209","lastBlockNum":14189395}]"
0x4bd3d08bae19c45b3bce064bfec0d5865baf458a;"[{"tokenId":"1298","lastBlockNum":14176122}]"
0x88a66fd0c5d8cbac251f95381a032748341e7fc3;"[{"tokenId":"1303","lastBlockNum":14176587},{"tokenId":"1378","lastBlockNum":14176587},{"tokenId":"1703","lastBlockNum":14176587},{"tokenId":"1724","lastBlockNum":14176587},{"tokenId":"1832","lastBlockNum":14176587},{"tokenId":"3179","lastBlockNum":14198389},{"tokenId":"4435","lastBlockNum":14198389},{"tokenId":"5092","lastBlockNum":14198389},{"tokenId":"5153","lastBlockNum":14198389},{"tokenId":"5198","lastBlockNum":14198389}]"
0xa04dc50d41960019c6e1316d10df93d760a6871e;"[{"tokenId":"1305","lastBlockNum":14176123},{"tokenId":"1306","lastBlockNum":14176123},{"tokenId":"2702","lastBlockNum":14180296},{"tokenId":"3463","lastBlockNum":14180309}]"
0x415f19d701bbe5c7d17ec7807c2ee3fac7b4bf83;"[{"tokenId":"1309","lastBlockNum":14176123},{"tokenId":"1310","lastBlockNum":14176123},{"tokenId":"4952","lastBlockNum":14194532}]"
0xd29e3d2e0395648678a42a5194ce3f1a2d0d0d82;"[{"tokenId":"1315","lastBlockNum":14179762}]"
0x761c0623019b613e292a7b8e52dbcf5d772521d1;"[{"tokenId":"1316","lastBlockNum":14197523}]"
0x558de4a46b8911dd01bcf863cba1494bc7753f60;"[{"tokenId":"1317","lastBlockNum":14176124},{"tokenId":"1318","lastBlockNum":14176124}]"
0xbcc7d08cfb9750d1a1264f8f8e2472fa3b57fdac;"[{"tokenId":"1325","lastBlockNum":14176126}]"
0x34865c89bc2345d513f008b9040333b5d9705a09;"[{"tokenId":"1331","lastBlockNum":14176126},{"tokenId":"1332","lastBlockNum":14176126},{"tokenId":"1538","lastBlockNum":14176212},{"tokenId":"1539","lastBlockNum":14176191}]"
0xc099ef916ed8e585ee20ae03549fba7e5578b912;"[{"tokenId":"1333","lastBlockNum":14176126},{"tokenId":"1334","lastBlockNum":14176126}]"
0x37e2da12e26f193f77fcd8a225d9600f3769af7c;"[{"tokenId":"1341","lastBlockNum":14176127}]"
0x6fb2dae725324f1df245a662cd4b60fca6acf4e6;"[{"tokenId":"1342","lastBlockNum":14176150},{"tokenId":"5506","lastBlockNum":14185037}]"
0x8a1090cf63ff4ae5a52478425e2981025324117b;"[{"tokenId":"1344","lastBlockNum":14176127}]"
0x6fb30da1ca2ed9261730f4a86dfaea237403cf9a;"[{"tokenId":"1345","lastBlockNum":14176128},{"tokenId":"1346","lastBlockNum":14176128}]"
0x332b7360c99227bfc94f9e4cfdb862050dc714e0;"[{"tokenId":"1347","lastBlockNum":14176129}]"
0x7b404f0458c68eee2279926b22162a32e3079805;"[{"tokenId":"1348","lastBlockNum":14196068}]"
0x33e3c007d1d48e2b645c9ce22570267b0c82f578;"[{"tokenId":"1351","lastBlockNum":14176129},{"tokenId":"2294","lastBlockNum":14184935},{"tokenId":"4502","lastBlockNum":14184996},{"tokenId":"4752","lastBlockNum":14185035}]"
0x7faf8db69f70fd644180874ad60e0284e660817c;"[{"tokenId":"1352","lastBlockNum":14176129},{"tokenId":"1353","lastBlockNum":14176129}]"
0xe38fd145426bff7511fb47b6b50a27123febea5f;"[{"tokenId":"1354","lastBlockNum":14176129},{"tokenId":"1355","lastBlockNum":14176129}]"
0x4b153101d858e05acaa5a7de5c3fd77b4c1c760b;"[{"tokenId":"1357","lastBlockNum":14176129}]"
0xb8ba4eed0b3f5a718c67ecba0e7c1491dda5e705;"[{"tokenId":"1362","lastBlockNum":14183555}]"
0xf00a956f9bbc7763db08ebc1ed77b4198d66542d;"[{"tokenId":"1364","lastBlockNum":14176130},{"tokenId":"1365","lastBlockNum":14176130}]"
0x022f4cd470a79c2038e0ea052280d559b9e667b1;"[{"tokenId":"1372","lastBlockNum":14176202},{"tokenId":"1373","lastBlockNum":14176208}]"
0xa410c8f6aa5e1bb628bfa8d67006c164dd258444;"[{"tokenId":"1374","lastBlockNum":14197644}]"
0xb2693b621504594f9219d835ccc3abb88e9bb918;"[{"tokenId":"1379","lastBlockNum":14176134}]"
0x85c952ec161e34a6ee773211e3a617ab8b4d2a95;"[{"tokenId":"1381","lastBlockNum":14176134}]"
0x9d95dbda23717fc5276f197cab70276a02b00000;"[{"tokenId":"1385","lastBlockNum":14176135},{"tokenId":"2478","lastBlockNum":14177003},{"tokenId":"2479","lastBlockNum":14176978}]"
0x3824e3ef5cc83500a354d456e16006cdd7452875;"[{"tokenId":"1386","lastBlockNum":14176136},{"tokenId":"1387","lastBlockNum":14176136}]"
0xedd8c96c37536283d2c8a9fc625d24c6578567e5;"[{"tokenId":"1388","lastBlockNum":14196468}]"
0xb9b9a6f10abceeb9e9ffc6b22a00e6ed6fdda8e1;"[{"tokenId":"1392","lastBlockNum":14176136}]"
0xa08a409b79ae1bd8aa912815b11ee1c36db62aba;"[{"tokenId":"1394","lastBlockNum":14182015}]"
0x632841bbac5f27137bb5b4152130ed35b2b1b878;"[{"tokenId":"1396","lastBlockNum":14176138}]"
0x09c6033cd203417302a94fc500877a7022bc8c21;"[{"tokenId":"1397","lastBlockNum":14176138}]"
0xb2335889478bbbba56fbf710771518c1fd7ffad5;"[{"tokenId":"1398","lastBlockNum":14176282}]"
0x99d8f410b6d58896b77f371e6ae4050b0e5bb3ac;"[{"tokenId":"1402","lastBlockNum":14183667},{"tokenId":"5440","lastBlockNum":14185034}]"
0xe45580ceee87d2b206132430d03a4e7a86412810;"[{"tokenId":"1405","lastBlockNum":14196529}]"
0x57c710b45daaa840a2f6802e523f2ce8f7ec2b4c;"[{"tokenId":"1406","lastBlockNum":14176141}]"
